Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-01-04,Knives Out,2019,https://boxd.it/3DAlYt,4,,Pssssttt it was professor plum in the library whodunnit,,2023-01-03
