Date,Name,Year,Letterboxd URI,Rating
2023-09-27,The Cowboy and the Frenchman,1988,https://boxd.it/3hG4,3.5
2023-09-30,The Mad Fox,1962,https://boxd.it/7LHa,3.5
2023-10-03,Luz: The Flower of Evil,2019,https://boxd.it/ntvi,4
2023-10-03,The Swan,2023,https://boxd.it/Is80,3.5
2023-10-03,The Rat Catcher,2023,https://boxd.it/Is8a,3.5
2023-10-03,Poison,2023,https://boxd.it/Is7Q,3.5
2023-10-06,The Wonderful Story of Henry Sugar,2023,https://boxd.it/yNyo,3.5
2023-10-08,The Squid and the Whale,2005,https://boxd.it/1VAG,4
2023-10-21,Killers of the Flower Moon,2023,https://boxd.it/gHp0,4
2023-10-21,Pretend It's a City,2021,https://boxd.it/tlWs,3.5
2023-10-22,The Creator,2023,https://boxd.it/oXWq,3.5
2023-10-23,One Fine Morning,2022,https://boxd.it/s4Ta,4
2023-10-23,Häxan,1922,https://boxd.it/n4O,4
2023-10-25,A Haunting in Venice,2023,https://boxd.it/zGdg,3.5
2023-10-29,Bob Dylan: 1978-1989 - Both Ends of the Rainbow,2008,https://boxd.it/ka3e,3
2023-11-07,Capote,2005,https://boxd.it/2atq,3.5
2023-11-08,The Royal Hotel,2023,https://boxd.it/zEvs,4
2023-11-11,The Seventh Seal,1957,https://boxd.it/2ahO,4.5
2023-11-13,All Quiet on the Western Front,2022,https://boxd.it/H08,4
2023-11-20,Mami Wata,2023,https://boxd.it/CkcQ,3.5
2023-11-21,American Psycho,2000,https://boxd.it/28Vs,3.5
2023-11-23,Benedetta,2021,https://boxd.it/gdNQ,4.5
2023-11-24,Napoleon,2023,https://boxd.it/shJM,4
2023-12-07,Eileen,2023,https://boxd.it/oJcS,4
2023-12-14,Wonka,2023,https://boxd.it/tCQm,3.5
2023-12-16,Saltburn,2023,https://boxd.it/z4eg,4
